股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
002321,河南华英农业发展股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,禽苗、种蛋及活禽；冻禽、鸭毛、饲料、羽绒初加工（扩展口径）,1653080641.49,1857499503.11,0.88994944,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,是,否,严格口径占15.58%，未达50%；同一维度加入初加工和农业投入品后占88.99%，纳入扩展样本。原毛经洗涤、干燥、分级形成的羽绒材料计入初加工；熟食、成品羽绒制品、租赁及其他业务未计入；仅在同一分产品维度加总。,,,,https://static.cninfo.com.cn/finalpage/2016-04-08/1202150635.PDF,16,70,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
002385,北京大北农科技集团股份有限公司,2015,,,龙头企业身份核实候选,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,15944136725.76,16098085185.45,0.99043685,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,否,是,否,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,,,,https://static.cninfo.com.cn/finalpage/2016-04-09/1202156231.PDF,18|19|20,109,已人工复核（跨年快速核对第十四批G组）,"逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 生猪收入按年报披露28,082.02万元换算为280,820,200.00元，来源精度为万元小数点后两位。"
002447,大连壹桥海参股份有限公司,2015,4.0,渔业,行业分类候选,严格口径项目；海参加工品因加工深度未拆仅进入上界,395280462.0,579263111.88,0.68238501,采用互斥分行业口径；不与分产品、地区相加；2016资产置换形成的口径差额不进入下界,是,是,否,育苗和水产养殖为直接农业，严格下界已达到50%；海参加工品加工深度未拆不影响阈值结论。,,,,https://static.cninfo.com.cn/finalpage/2016-04-15/1202178469.PDF,15|16,67,已人工复核（跨年快速核对第二十批X组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 官方年报收入构成表与合并利润表逐年核对；上下界使用原始金额比较30%/50%，不以显示百分比反推。 不适用 上界项目未拆；正式分子采用可确认下界。
002458,山东益生种畜禽股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,鸡、猪、牛奶,592871066.56,604290341.75,0.981103,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,仅合计同一分行业维度的鸡、猪和牛奶收入，排除其他及农牧设备；直接畜牧业务保守占比超过50%。,,,,https://static.cninfo.com.cn/finalpage/2016-04-26/1202240523.PDF,13,61,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002567,唐人神集团股份有限公司,2015,,,龙头企业身份核实候选,养殖（严格）；饲料+养殖+兽药/动物保健（扩展下界）,8975965506.96,9412661488.93,0.95360547,否（同一分行业维度加总；屠宰及肉类仅作上界）,否,是,否,"严格区间=[0.01321048, 0.01321048]，扩展下界=0.95360547，含全部加工混合项的审计上界=1.00000000。",,,,https://static.cninfo.com.cn/finalpage/2016-04-29/1202266032.PDF,13|14,127,已人工复核（跨年快速核对第十三批E组）,逐年核对官方年报；养殖与屠宰鲜品、原奶与乳制品、液态奶与发酵乳/乳饮料无法完全拆分时保留上下界，其他业务收入和算术残差不得自动当农业收入。 屠宰及肉类大类含初加工与肉制品深加工且未拆分，仅作上界；扩展下界已超过50%。
002582,好想你健康食品股份有限公司,2015,,,龙头企业身份核实候选,单列原枣类（分选、清洗、包装等初加工）,682588148.37,1113050303.75,0.61325903,产品维度与主营/其他业务维度不机械相加；上界只加互斥的其他业务，原料基地和采购均不作收入,待核实,是,否,公司采购红枣及设原料基地不等于公司农业生产收入；2014—2015单列原枣类按扩展初加工纳入，后续混合红枣类别不能拆分。,,,,https://static.cninfo.com.cn/finalpage/2016-04-21/1202212536.PDF,17|18,82,已人工复核（跨年快速核对第十六批P组）,逐年核对官方年报；养殖、投入品和初加工按同一维度下界计量，贸易、屠宰、熟食和普通食品深加工排除；重列比较数优先，混合品类保留上下界。 沿用v26原值；待核实字段不插值、不复制相邻年份 其他业务未拆，仅作上下界增量；2015原枣类未取得同口径销售成本，不影响收入结论。
002679,福建金森林业股份有限公司,2015,2.0,林业,行业分类候选,林业,150873376.6,198786732.91,0.75897106,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,直接林业收入保守占比超过50%；未叠加其他披露维度。,,,,https://static.cninfo.com.cn/finalpage/2016-04-23/1202230093.PDF,14,76,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002688,金河生物科技股份有限公司,2015,,,龙头企业身份核实候选,兽药、兽用疫苗及药物饲料添加剂（扩展下界）,1124166517.5,1250468533.75,0.89899625,否（兽药投入品使用互斥行业项目；农产品加工仅作上界）,否,是,否,"严格区间=[0.00000000, 0.00000000]，扩展下界=0.89899625，含全部加工混合项的审计上界=0.98545558。",,,,https://static.cninfo.com.cn/finalpage/2016-04-15/1202178993.PDF,16|17,78,已人工复核（跨年快速核对第十三批E组）,逐年核对官方年报；养殖与屠宰鲜品、原奶与乳制品、液态奶与发酵乳/乳饮料无法完全拆分时保留上下界，其他业务收入和算术残差不得自动当农业收入。 淀粉及联产品/农产品加工业可能含初加工与深加工，未拆分，仅作上界；环保及其他非农业用途排除。
002696,百洋产业投资集团股份有限公司,2015,4.0,渔业,行业分类候选,饲料及饲料原料、水产品加工、可识别养殖/捕捞（扩展口径）,1683975612.71,1863739460.06,0.90354669,否（仅使用同一分行业或分产品维度）,否,是,否,同一披露维度内的农业投入品、水产品加工及可识别直接渔业收入占90.35%，超过50%；教育及其他业务未计入。可识别直接养殖/捕捞收入占2.23%，严格样本为否。,,,,https://static.cninfo.com.cn/finalpage/2016-04-19/1202194060.PDF,14,69,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002714,牧原食品集团股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,畜牧业（生猪）,3002995668.79,3003474722.79,0.9998405,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2016-02-25/1201997101.PDF,21,95,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
002746,山东仙坛集团股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,肉鸡养殖及屠宰加工,1755788002.76,1755788002.76,1.0,否（仅取同一分行业或分产品维度；采用保守分子）,否,是,否,肉鸡养殖与屠宰加工合并行业收入达到50%；该合并口径含屠宰初加工，不能据此证明直接养殖收入达到50%，故仅纳入扩展样本。,,,,https://static.cninfo.com.cn/finalpage/2016-04-16/1202185525.PDF,18,80,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002772,天水众兴菌业科技股份有限公司,2015,,,龙头企业身份核实候选,工厂化种植并销售的鲜品食用菌（同时符合扩展口径）,479501961.25,479520220.22,0.99996192,采用农业种植业/主营业务单一维度，不与产品、地区重复相加,是,是,否,年报明确主营金针菇、双孢菇等鲜品食用菌的工厂化种植和销售，属于直接农业。,,,,https://static.cninfo.com.cn/finalpage/2016-02-26/1202000483.PDF,16|17,91,已人工复核（最终批AB组）,逐年核对官方年报；主营转型按公司—年份处理；直接农业、初加工和农业投入品分别按冻结口径识别；混合业务无法可靠拆分时只保留上下界，正式分子留空。 沿用v32原值；待核实不插值、不复制相邻年份 上下界均超过50%，未拆上界不影响结论。
300087,安徽荃银高科种业股份有限公司,2015,1.0,农业,行业分类候选,水稻、小麦种子（仅取年报明确列示项）,457385237.4,607448026.24,0.75296193,否（同一分产品维度内求和）,是,是,否,仅合计当年年报明确列示的种子产品收入，已超过合并营业收入50%；未计订单粮食、青贮、农批市场、农机农化、服务及含义不清的其他项。,,,,https://static.cninfo.com.cn/finalpage/2016-03-15/1202044825.PDF,14,78,已人工复核（跨年快速核对第四批）,逐年核对官方年报分产品收入；仅用明确种子项目的保守分子，不复制相邻年度。
300143,盈康生命科技股份有限公司,2015,1.0,农业,行业分类候选,自产食用菌鲜品及脱水初加工品（剔除经销商品），其他业务只作上界,279891189.94,280137234.37,0.9991217,产品项目互斥；不叠加行业、地区维度，审计其他业务仅作上界,待核实,是,否,自产鲜品食用菌属于直接农业；2015年干菇为自产鲜菇脱水初加工，仅进入扩展下界；经销商品及医疗业务排除。,,,,https://static.cninfo.com.cn/finalpage/2016-03-16/1202048392.PDF,14|15,63|140,已人工复核（跨年快速核对第二十批Y组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 沿用v31原值；待核实不插值、不复制相邻年份 鲜菇与自产鲜菇脱水形成的干菇收入未拆，严格上下界跨越50%。
300189,海南神农种业科技股份有限公司,2015,1.0,农业,行业分类候选+龙头企业身份核实候选,杂交水稻、玉米、棉花、蔬菜及其他种子,239020007.32,310509442.07,0.76976728,否（同一分产品维度内求和）,是,是,否,明确种子产品收入已超过合并营业收入50%，未计农化、粮食、房屋、供应链等项目。,,,,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233016.PDF,16,92,已人工复核（跨年快速核对第五批）,逐年核对官方年报分产品收入，业务转型年份按当年实际口径判定。
300498,温氏食品集团股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,养殖（严格）；养殖+兽药投入品（扩展下界）,46627670134.9,48237369754.91,0.96662961,否（采用互斥分行业/分产品项目；加工混合项只作上界）,是,是,否,"严格区间=[0.96662961, 0.96662961]，扩展下界=0.98120085，含全部加工混合项的审计上界=0.99897175。",,,,https://static.cninfo.com.cn/finalpage/2016-04-18/1202185591.PDF,18|19,92,已人工复核（跨年快速核对第十三批E组）,逐年核对官方年报；养殖与屠宰鲜品、原奶与乳制品、液态奶与发酵乳/乳饮料无法完全拆分时保留上下界，其他业务收入和算术残差不得自动当农业收入。 肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作上界；下界已超过50%，不影响纳入结论。
600097,上海开创国际海洋资源股份有限公司,2015,4.0,渔业,行业分类候选,海洋捕捞（严格=扩展）；罐头食品/鱼罐头深加工排除,670057033.5,675047903.11,0.99260664,否（只使用同一分行业维度，不与分产品或分地区收入相加）,是,是,否,严格及扩展Decimal高精度门槛计算值=0.99260664378482377003053868504001670033422526306735。食品加工深加工排除金额=0.00元；渔货贸易和海上运输亦已排除。,,,,https://static.cninfo.com.cn/finalpage/2016-04-28/1202257366.PDF,9,38,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数
600108,甘肃亚盛实业(集团)股份有限公司,2015,1.0,农业,行业分类候选+龙头企业身份核实候选,农业种植,1621364594.68,2191117593.57,0.73997151,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2016-04-28/1202261759.PDF,11,52,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600195,中牧实业股份有限公司,2015,,,龙头企业身份核实候选,生物制品、兽药/化药、饲料等农业投入品（扩展）,2456203878.77,4234189943.05,0.58008826,否（同一分产品维度加总；单列贸易收入全部排除）,否,是,否,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,,,,https://static.cninfo.com.cn/finalpage/2016-03-29/1202090718.PDF,14,59,已人工复核（跨年快速核对第十四批G组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 2022逐公司行业分类仍待核实，不影响本年年报收入复核。
600257,大湖健康产业股份有限公司,2015,4.0,渔业,行业分类候选,水产品养殖（年报分行业‘农业’）,559827909.56,808924738.75,0.69206427,否（只使用同一分行业维度，不与分产品或分地区收入相加）,是,是,否,农业分行业Decimal高精度门槛计算值=0.69206427092967924143610572696185823010225004074892；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,,,https://static.cninfo.com.cn/finalpage/2016-04-29/1202268444.PDF,9|10,38,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数
600265,云南景谷林业股份有限公司,2015,2.0,林业,行业分类候选,林木销售；林板、木材及林化初加工（扩展口径）,82894713.72,87847153.84,0.94362435,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,是,否,严格口径占0.00%，未达50%；同一维度加入初加工和农业投入品后占94.36%，纳入扩展样本。林木销售计入直接林业；林板/木材和松香、松节油等林化初加工计入扩展口径；能源、租赁、林地使用权及固定资产处置不计入。,是,是,,https://static.cninfo.com.cn/finalpage/2016-04-29/1202269006.PDF,11,54,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
600313,中农发种业集团股份有限公司,2015,1.0,农业,行业分类候选,同一产品层级明确的化肥、农药及各类种子,3329454190.06,3772977948.58,0.8824473,否（下界仅采用同一分产品层级；行业行只贡献正的未解释上界增量）,否,是,否,"严格区间[0, 0]；扩展区间[0.882447296389069848890179489499548990231803386534278793990481, 0.900140644802390036660403449232395566454344559412325554239060]。下界只加总同一分产品层级明确的化肥、农药及种子；农资贸易/种子销售行业行只用于识别正的未解释上界增量。大理石、粮食贸易、麸皮、谷朊粉、淀粉、面粉、黄粉、核辐及其他不明确产品均不进下界。",,,,https://static.cninfo.com.cn/finalpage/2016-04-28/1202260431.PDF,10|11,61,已人工复核（跨年快速核对第十四/十五批H组）,逐年核对官方年报；农业投入品下界只加同层级明确产品；乳品混合初深加工时保留上下界，内部原奶不重复，能源、食品深加工和模糊其他收入不自动纳入。 沿用v23原值；待核实时不插值、不复制相邻年份
600354,甘肃省敦煌种业集团股份有限公司,2015,1.0,农业,行业分类候选+龙头企业身份核实候选,种子,873453457.3,1304026666.04,0.66981257,否（仅使用同一分行业维度）,是,是,否,种子收入占66.98%，达到50%严格门槛；食品与贸易、棉花、果蔬及其他业务均未用于放大分子。,,,,https://static.cninfo.com.cn/finalpage/2016-04-15/1202181741.PDF,10,45,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
600371,万向德农股份有限公司,2015,1.0,农业,行业分类候选,种子行业,364704423.31,371715892.15,0.98113756,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2016-03-31/1202110510.PDF,10,42,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
600438,通威股份有限公司,2015,,,龙头企业身份核实候选,饲料及兽药（下界）；农牧业务（上界）,13169213948.65,14079246514.03,0.93536355,否（同一产品/行业层级设上下界，不跨维度重复相加）,否,是,否,"严格区间[0, 0.0583820237674580245855176919492947851968778417003924095613707]；扩展区间[0.935363546303905499868633299150140940633685375343729807126217, 0.993745570071363524454150991099435725830563217044122216687588]。水产养殖可属严格口径，但与食品加工混合，故仅作严格上界；光伏、能源及化工全部排除。",,,,https://static.cninfo.com.cn/finalpage/2016-04-12/1202162360.PDF,10|11,47,已人工复核（跨年快速核对第十四/十五批H组）,逐年核对官方年报；农业投入品下界只加同层级明确产品；乳品混合初深加工时保留上下界，内部原奶不重复，能源、食品深加工和模糊其他收入不自动纳入。 沿用v23原值；待核实时不插值、不复制相邻年份
600467,山东好当家海洋发展股份有限公司,2015,4.0,渔业,行业分类候选+龙头企业身份核实候选,水产养殖、捕捞,553486037.4,986967423.93,0.56079464,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2016-04-23/1202227974.PDF,10,42,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600598,黑龙江北大荒农业股份有限公司,2015,1.0,农业,行业分类候选,农业行业（土地承包及农产品经营）,2637577960.46,3654397734.62,0.72175449,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,是,否,,https://static.cninfo.com.cn/finalpage/2016-03-22/1202064999.PDF,10,57,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600975,湖南新五丰股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,畜牧业（生猪）、饲料加工,741303078.01,1326036664.34,0.55903664,否（仅使用同一分行业维度）,否,是,否,畜牧业收入占46.03%，未达严格门槛；同一行业维度加入农业投入品饲料加工后占55.90%，达到扩展样本门槛。批发零售未计入。,,,,https://static.cninfo.com.cn/finalpage/2016-04-23/1202229848.PDF,14,61,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
000711,铟靶新材（哈尔滨）股份有限公司,2016,5.0,农林牧渔服务业,行业分类候选,节水灌溉农业生产服务,423852963.76,460813601.86,0.91979265,分行业与分产品可能重叠；已固定一套维度或以明确产品下界处理，不机械相加,是,是,否,2016年京蓝科技已转型节水灌溉，分行业收入占91.98%；按公司—年份和当年A05入口判断，不以当前铟靶新材名称倒推历史业务。,是,否,,https://static.cninfo.com.cn/finalpage/2017-10-28/1204086085.PDF,14|15,72,已人工复核（最终批AC组）,逐年核对官方年报；主营转型按公司—年份处理；直接农业、初加工和农业投入品分别按冻结口径识别；混合业务无法可靠拆分时只保留上下界，正式分子留空。 历史年报法人/简称为京蓝科技；当前公司全称仅为v32证券代码映射结果。 不适用 无影响结论的收入拆分缺口；清洁能源、电子及其他业务排除。
000713,国投丰乐种业股份有限公司,2016,5.0,农林牧渔服务业,行业分类候选,种子类、农化类,966435573.17,1217693090.22,0.79366105,否（仅使用同一分行业维度）,否,是,否,种子收入占25.36%，未达严格门槛；同一行业维度加入农业投入品农化业务后占79.37%，达到扩展样本门槛。香料业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2017-06-28/1203653421.PDF,18,84,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
000735,罗牛山股份有限公司,2016,3.0,畜牧业,行业分类候选,畜牧业及屠宰加工业（扩展口径）,480527756.39,891077257.45,0.5392661,否（仅使用同一分行业维度）,否,是,否,直接畜牧养殖收入占33.32%，未达50%；加入同一分行业维度的农产品初加工收入后占53.93%，纳入扩展样本。,,,,https://static.cninfo.com.cn/finalpage/2017-03-31/1203238346.PDF,13,66|106,已人工复核（跨年快速核对第七批）,逐年核对当年官方年报；严格口径为直接养殖，扩展口径可加入同一披露维度的初加工；不跨行业、产品、地区维度相加。
000798,中水集团远洋股份有限公司,2016,4.0,渔业,行业分类候选,远洋捕捞,352892543.23,534459692.46,0.66027906,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2017-04-27/1203406664.PDF,12,69,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
000998,袁隆平农业高科技股份有限公司,2016,1.0,农业,行业分类候选,农业（水稻种子、玉米种子）,1507451747.12,2299410170.79,0.65558193,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,种子等直接农业业务的保守收入占比超过50%；未叠加地区或销售模式维度。,,,,https://static.cninfo.com.cn/finalpage/2017-04-28/1203415549.PDF,25,114|174,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002041,山东登海种业股份有限公司,2016,1.0,农业,行业分类候选,玉米种子（保守产品口径）,1547236853.14,1602630739.42,0.96543565,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2017-04-21/1203344879.PDF,16,86,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
002234,山东民和牧业股份有限公司,2016,3.0,畜牧业,行业分类候选,雏鸡及淘汰鸡,801958311.2,1408702921.15,0.56928846,否（仅使用同一分产品维度）,是,是,否,直接畜牧养殖收入占56.93%，超过合并营业收入50%；未叠加行业、产品或地区等交叉披露维度。,,,,https://static.cninfo.com.cn/finalpage/2017-03-25/1203194868.PDF,17,54,已人工复核（跨年快速核对第七批）,逐年核对当年官方年报；严格口径为直接养殖，扩展口径可加入同一披露维度的初加工；不跨行业、产品、地区维度相加。
002299,福建圣农发展股份有限公司,2016,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,7989406799.9,8340420528.35,0.9579141450653637,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.95791414506536378919946980805044912804693327151424，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2017-03-31/1203239273.PDF,15,72,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。
002321,河南华英农业发展股份有限公司,2016,3.0,畜牧业,行业分类候选,禽苗、种蛋及活禽；冻禽、鸭毛、饲料、羽绒初加工（扩展口径）,2214507296.97,2514708469.8,0.88062188,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,是,否,严格口径占10.27%，未达50%；同一维度加入初加工和农业投入品后占88.06%，纳入扩展样本。原毛经洗涤、干燥、分级形成的羽绒材料计入初加工；熟食、成品羽绒制品、租赁及其他业务未计入；仅在同一分产品维度加总。,,,,https://static.cninfo.com.cn/finalpage/2017-03-28/1203211798.PDF,16,81,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
002447,大连壹桥海参股份有限公司,2016,4.0,渔业,行业分类候选,严格口径项目；海参加工品因加工深度未拆仅进入上界,519643651.76,781635217.21,0.66481607,采用互斥分行业口径；不与分产品、地区相加；2016资产置换形成的口径差额不进入下界,是,是,否,育苗和水产养殖为直接农业，严格下界已达到50%；海参加工品加工深度未拆不影响阈值结论。,,,,https://static.cninfo.com.cn/finalpage/2017-04-28/1203410822.PDF,15|16,65,已人工复核（跨年快速核对第二十批X组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 官方年报收入构成表与合并利润表逐年核对；上下界使用原始金额比较30%/50%，不以显示百分比反推。 不适用 上界项目未拆；正式分子采用可确认下界。
002458,山东益生种畜禽股份有限公司,2016,3.0,畜牧业,行业分类候选,鸡、猪、牛奶,1586466270.15,1611132544.74,0.9846901,否（仅使用同一分行业维度）,是,是,否,直接畜牧养殖收入占98.47%，超过合并营业收入50%；未叠加行业、产品或地区等交叉披露维度。,,,,https://static.cninfo.com.cn/finalpage/2017-03-21/1203179920.PDF,16,72,已人工复核（跨年快速核对第七批）,逐年核对当年官方年报；严格口径为直接养殖，扩展口径可加入同一披露维度的初加工；不跨行业、产品、地区维度相加。
002679,福建金森林业股份有限公司,2016,2.0,林业,行业分类候选,林业,113484097.38,137628739.26,0.82456686,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,直接林业收入保守占比超过50%；未叠加其他披露维度。,,,,https://static.cninfo.com.cn/finalpage/2017-04-26/1203388813.PDF,13,70,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002696,百洋产业投资集团股份有限公司,2016,4.0,渔业,行业分类候选,饲料及饲料原料、水产品加工、可识别养殖/捕捞（扩展口径）,2033352195.47,2068525079.14,0.98299615,否（仅使用同一分行业或分产品维度）,否,是,否,同一披露维度内的农业投入品、水产品加工及可识别直接渔业收入占98.30%，超过50%；教育及其他业务未计入。可识别直接养殖/捕捞收入占2.87%，严格样本为否。,,,,https://static.cninfo.com.cn/finalpage/2017-03-14/1203153613.PDF,14,69,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002714,牧原食品集团股份有限公司,2016,3.0,畜牧业,行业分类候选,畜牧业,5605907003.09,5605907003.09,1.0,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2017-04-26/1203388322.PDF,22,95,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
002746,山东仙坛集团股份有限公司,2016,3.0,畜牧业,行业分类候选,肉鸡养殖及屠宰加工,2095018758.69,2095018758.69,1.0,否（仅取同一分行业或分产品维度；采用保守分子）,否,是,否,肉鸡养殖与屠宰加工合并行业收入达到50%；该合并口径含屠宰初加工，不能据此证明直接养殖收入达到50%，故仅纳入扩展样本。,,,,https://static.cninfo.com.cn/finalpage/2017-04-28/1203410675.PDF,18,83,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002772,天水众兴菌业科技股份有限公司,2016,1.0,农业,行业分类候选,食用菌种植,585018459.38,585018459.38,1.0,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2017-02-28/1203112266.PDF,23,111,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
