stock_code,short_name,listed_legal_full_name,official_list_name,list_year,event_type,candidate_basis,review_status_x,leading_firm_direct_match,exchange_source_url,moa_source_url,identity_decision,decision_reason,primary_source_url,source_date,review_status_y
300189,神农种业,海南神农种业科技股份有限公司,海南神农科技股份有限公司,2023,monitor_pass,剔除常见公司后缀后的名称相似度=0.857，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300189,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,direct_same_legal_entity,2024年年度报告明确名单名称为当前上市公司的原名,https://static.cninfo.com.cn/finalpage/2025-04-26/1223326682.PDF,2025-04-24,已核实
300498,温氏股份,温氏食品集团股份有限公司,广东温氏食品集团股份有限公司,2014,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300498,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,上市公司完成公司名称工商登记变更公告,https://static.cninfo.com.cn/finalpage/2018-08-16/1205296769.PDF,2018-08-16,已核实
300498,温氏股份,温氏食品集团股份有限公司,广东温氏食品集团股份有限公司,2018,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300498,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,上市公司完成公司名称工商登记变更公告,https://static.cninfo.com.cn/finalpage/2018-08-16/1205296769.PDF,2018-08-16,已核实
300970,华绿生物,江苏华绿生物科技集团股份有限公司,江苏华绿生物科技股份有限公司,2019,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300970,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf,direct_same_legal_entity,法律意见书以同一统一社会信用代码和证券代码连接当前名称与原上市名称,https://static.cninfo.com.cn/finalpage/2026-02-11/1224977414.PDF,2026-02-11,已核实
300970,华绿生物,江苏华绿生物科技集团股份有限公司,江苏华绿生物科技股份有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300970,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,direct_same_legal_entity,法律意见书以同一统一社会信用代码和证券代码连接当前名称与原上市名称,https://static.cninfo.com.cn/finalpage/2026-02-11/1224977414.PDF,2026-02-11,已核实
600197,伊力特,新疆伊力特实业股份有限公司,新疆伊力特集团有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司第一大股东且为不同法人,https://static.cninfo.com.cn/finalpage/2025-04-29/1223368139.PDF,2025-04-28,已核实_排除
600197,伊力特,新疆伊力特实业股份有限公司,新疆伊力特集团有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,related_party_not_listed_entity,年度报告明确名单主体为上市公司第一大股东且为不同法人,https://static.cninfo.com.cn/finalpage/2025-04-29/1223368139.PDF,2025-04-28,已核实_排除
600197,伊力特,新疆伊力特实业股份有限公司,新疆伊力特集团有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司第一大股东且为不同法人,https://static.cninfo.com.cn/finalpage/2025-04-29/1223368139.PDF,2025-04-28,已核实_排除
600197,伊力特,新疆伊力特实业股份有限公司,新疆伊力特集团有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司第一大股东且为不同法人,https://static.cninfo.com.cn/finalpage/2025-04-29/1223368139.PDF,2025-04-28,已核实_排除
600251,冠农股份,新疆冠农股份有限公司,新疆冠农果茸集团股份有限公司,2014,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,2018年股东大会资料明确集团名称变更为新疆冠农果茸股份有限公司并由2023年工商公告继续变更为当前名称,https://static.cninfo.com.cn/finalpage/2018-10-27/1205543355.PDF | https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2023-02-10,已核实
600251,冠农股份,新疆冠农股份有限公司,新疆冠农果茸集团股份有限公司,2018,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,2018年股东大会资料明确集团名称变更为新疆冠农果茸股份有限公司并由2023年工商公告继续变更为当前名称,https://static.cninfo.com.cn/finalpage/2018-10-27/1205543355.PDF | https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2023-02-10,已核实
600251,冠农股份,新疆冠农股份有限公司,新疆冠农果茸股份有限公司,2020,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,direct_same_legal_entity,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2023-02-10,已核实
600251,冠农股份,新疆冠农股份有限公司,新疆冠农果茸股份有限公司,2023,monitor_pass,剔除常见公司后缀后的名称相似度=0.800，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,direct_same_legal_entity,工商变更公告明确公司由名单名称变更为当前名称且证券代码保持600251,https://static.cninfo.com.cn/finalpage/2023-02-10/1215815769.PDF,2023-02-10,已核实
600354,敦煌种业,甘肃省敦煌种业集团股份有限公司,甘肃省敦煌种业股份有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,年度报告说明当前公司由旧全称获批设立并持续使用同一统一社会信用代码,https://static.cninfo.com.cn/finalpage/2025-03-22/1222871589.PDF,2025-03-20,已核实
600809,山西汾酒,山西杏花村汾酒厂股份有限公司,山西杏花村汾酒集团有限责任公司,2023,replacement,剔除常见公司后缀后的名称相似度=0.933，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,法定披露明确名单主体为上市公司控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2024-08-28/1221019830.PDF,2024-08-28,已核实_排除
600873,梅花生物,梅花生物科技集团股份有限公司,通辽梅花生物科技有限公司,2019,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2015-03-18/1200709943.PDF,2015-03-17,已核实_排除
600873,梅花生物,梅花生物科技集团股份有限公司,通辽梅花生物科技有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2015-03-18/1200709943.PDF,2015-03-17,已核实_排除
603345,安井食品,安井食品集团股份有限公司,福建安井食品股份有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,2022-03-09,已核实
603345,安井食品,安井食品集团股份有限公司,福建安井食品股份有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,direct_same_legal_entity,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,2022-03-09,已核实
603719,良品铺子,良品铺子股份有限公司,湖北良品铺子食品工业有限公司,2019,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf,related_party_not_listed_entity,法定披露明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2026-01-06/1224919432.PDF,2026-01-05,已核实_排除
603719,良品铺子,良品铺子股份有限公司,湖北良品铺子食品工业有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,法定披露明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2026-01-06/1224919432.PDF,2026-01-05,已核实_排除
605337,李子园,浙江李子园食品股份有限公司,浙江李子园牛奶食品有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,same_predecessor_but_no_eligible_listed_year,公司章程明确名单主体整体变更为上市公司但名单只展开至2015且公司2021年才上市,https://static.cninfo.com.cn/finalpage/2024-12-31/1222181089.PDF,2024-12-30,已核实_无可用公司年份
605567,春雪食品,春雪食品集团股份有限公司,山东春雪食品有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,related_party_not_listed_entity,年度报告明确上市公司前身由名单主体出资设立；二者为不同法人,https://dataclouds.cninfo.com.cn/shgonggao/2025/2025-05-10/23e92ffd2cb511f0bb95fa163e957f7a.pdf,2025-05-09,已核实_排除
605567,春雪食品,春雪食品集团股份有限公司,山东春雪食品有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,related_party_not_listed_entity,年度报告明确上市公司前身由名单主体出资设立；二者为不同法人,https://dataclouds.cninfo.com.cn/shgonggao/2025/2025-05-10/23e92ffd2cb511f0bb95fa163e957f7a.pdf,2025-05-09,已核实_排除
605567,春雪食品,春雪食品集团股份有限公司,山东春雪食品有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,related_party_not_listed_entity,年度报告明确上市公司前身由名单主体出资设立；二者为不同法人,https://dataclouds.cninfo.com.cn/shgonggao/2025/2025-05-10/23e92ffd2cb511f0bb95fa163e957f7a.pdf,2025-05-09,已核实_排除
605567,春雪食品,春雪食品集团股份有限公司,山东春雪食品有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,年度报告明确上市公司前身由名单主体出资设立；二者为不同法人,https://dataclouds.cninfo.com.cn/shgonggao/2025/2025-05-10/23e92ffd2cb511f0bb95fa163e957f7a.pdf,2025-05-09,已核实_排除
