股票代码,公司全称,年份,行业分类代码,行业分类名称,分类标准口径,业务类别指纹,口径调整勾选,业务重大变化勾选,年报链接,年报主营业务表PDF页序号,当前复核状态,上一候选年份,与上一候选年文本相似度,业务类别指纹Jaccard,行业代码是否变化,是否跨分类标准,公司名称是否变化,年份是否连续,建议复核路径,分流原因
002679,福建金森林业股份有限公司,2023,2.0,林业,中国上市公司协会2023版,地产园林|林业,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-07-06/1220543069.PDF,13,已人工复核（第二批）,2021,0.642209,0.5,否,是,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002696,百洋产业投资集团股份有限公司,2013,4.0,渔业,证监会2012年修订版,地产园林|水产|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-25/63918063.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002696,百洋产业投资集团股份有限公司,2014,4.0,渔业,证监会2012年修订版,地产园林|水产|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-22/1200884142.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.679807,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2015,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-19/1202194060.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.079884,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2016,4.0,渔业,证监会2012年修订版,水产|粮油初加工|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-03-14/1203153613.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.465337,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2017,4.0,渔业,证监会2012年修订版,水产|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-04-26/1204795527.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.581205,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2018,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2019-06-29/1206407097.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.397722,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2019,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-04-28/1207640779.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.49322,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2020,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-04-28/1209837715.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.675897,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002696,百洋产业投资集团股份有限公司,2021,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-27/1213135924.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.733907,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|生猪|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-27/1200907919.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002714,牧原食品集团股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,兽药|医药|生猪|畜牧其他,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-02-25/1201997101.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.154479,0.4,否,否,否,是,深度复核,业务类别指纹变化较大
002714,牧原食品集团股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,兽药|医药|生猪|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-04-26/1203388322.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.735297,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,兽药|医药|生猪|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-02-10/1204411631.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.504388,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,兽药|医药|生猪|畜牧其他|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-03-27/1205942697.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.650693,0.833333,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,兽药|医药|生猪|贸易零售|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-02-27/1207325910.PDF,29,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.665428,0.833333,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-04-30/1209868216.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.519369,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,兽药|医药|屠宰肉制品|生猪|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-04-30/1213254727.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.672234,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002714,牧原食品集团股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,兽药|医药|屠宰肉制品|生猪|贸易零售|饲料,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-27/1219861302.PDF,22,已人工复核（第二批）,2021,0.786604,0.833333,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002746,山东仙坛集团股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-16/1202185525.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002746,山东仙坛集团股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-04-28/1203410675.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.734832,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002746,山东仙坛集团股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-04-24/1204695928.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.88185,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002746,山东仙坛集团股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-23/1206066951.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.792884,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002746,山东仙坛集团股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-03-24/1207393304.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.850271,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002746,山东仙坛集团股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-03-30/1209473048.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.881289,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2016,1.0,农业,证监会2012年修订版,种子|种植,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-02-28/1203112266.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002772,天水众兴菌业科技股份有限公司,2017,1.0,农业,证监会2012年修订版,种子|种植,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-03-24/1204511292.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.722061,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2018,1.0,农业,证监会2012年修订版,种子|种植,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-03-29/1205957599.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.639363,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2019,1.0,农业,证监会2012年修订版,种植,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-04-29/1207664329.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.486333,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2020,1.0,农业,证监会2012年修订版,种植,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-03-26/1209454487.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.816758,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2021,1.0,农业,证监会2012年修订版,种植,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-03-24/1212652075.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.668764,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002772,天水众兴菌业科技股份有限公司,2023,1.0,农业,中国上市公司协会2023版,种植,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-03-26/1219405509.PDF,15,已人工复核（第二批）,2021,0.597119,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002982,湖南湘佳牧业股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|水产,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-03-16/1209384870.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002982,湖南湘佳牧业股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,兽药|医药|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-03-23/1212642636.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.363312,0.0,否,否,否,是,深度复核,业务类别指纹变化较大
002982,湖南湘佳牧业股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,家禽|屠宰肉制品|饲料,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-04-10/1219550513.PDF,23,已人工复核（第二批）,2021,0.513045,0.2,否,是,否,否,深度复核,业务类别指纹变化较大；候选年份不连续，不能视为插值
300087,安徽荃银高科种业股份有限公司,2013,1.0,农业,证监会2012年修订版,地产园林|种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2014-04-03/63780058.PDF,49,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300087,安徽荃银高科种业股份有限公司,2014,1.0,农业,证监会2012年修订版,地产园林|种子,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-23/1200896083.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.267685,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2015,1.0,农业,证监会2012年修订版,种子,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-03-15/1202044825.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.123803,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2016,1.0,农业,证监会2012年修订版,种子|种植|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-08/1203263906.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.467585,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
300087,安徽荃银高科种业股份有限公司,2017,1.0,农业,证监会2012年修订版,农药|种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-04-04/1204586469.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.48197,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2018,1.0,农业,证监会2012年修订版,农药|种子|种植|粮油初加工,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-20/1206061430.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.602143,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2019,1.0,农业,证监会2012年修订版,农药|种子|粮油初加工,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-04-25/1207603773.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.57757,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2020,1.0,农业,证监会2012年修订版,种子|粮油初加工,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-04-23/1209772503.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.565671,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2021,1.0,农业,证监会2012年修订版,农药|种子|粮油初加工|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-03-29/1212707454.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.727478,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300087,安徽荃银高科种业股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,中国上市公司协会2023版,农药|种子|粮油初加工|饲料,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-03-23/1219389382.PDF,17,已人工复核（第二批）,2021,0.475272,1.0,是,是,否,否,深度复核,行业代码变化（同时跨分类标准）；候选年份不连续，不能视为插值
300094,湛江国联水产开发股份有限公司,2013,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2014-04-25/63918502.PDF,150,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300094,湛江国联水产开发股份有限公司,2014,4.0,渔业,证监会2012年修订版,地产园林|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-30/1200945594.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.178494,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
300094,湛江国联水产开发股份有限公司,2015,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-26/1202243874.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.252551,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300094,湛江国联水产开发股份有限公司,2016,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-26/1203387190.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.391991,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300094,湛江国联水产开发股份有限公司,2017,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-04-27/1204802544.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.703634,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300094,湛江国联水产开发股份有限公司,2018,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-18/1206048768.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.280551,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300094,湛江国联水产开发股份有限公司,2019,4.0,渔业,证监会2012年修订版,水产|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-05-22/1207845534.PDF,26,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.336212,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300094,湛江国联水产开发股份有限公司,2020,4.0,渔业,证监会2012年修订版,水产|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-04-29/1209854106.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.535618,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-23/63893989.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300106,新疆西部牧业股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-09/1200799700.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.742551,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-23/1202226538.PDF,26,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.270986,0.75,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|贸易零售|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-28/1203415012.PDF,31,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.61284,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,乳业|水产|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-04-03/1204576294.PDF,28,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.729192,0.6,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2019-04-19/1206052519.PDF,29,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.473846,0.6,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-04-28/1207634340.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.346231,0.75,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-07-16/1210500562.PDF,29,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.658078,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-28/1213160360.PDF,34,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.668767,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300143,盈康生命科技股份有限公司,2013,1.0,农业,证监会2012年修订版,农药|医药|地产园林,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2014-02-28/63617237.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300143,盈康生命科技股份有限公司,2014,1.0,农业,证监会2012年修订版,地产园林,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-24/1200898448.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.150356,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
300143,盈康生命科技股份有限公司,2015,1.0,农业,证监会2012年修订版,,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-03-16/1202048392.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.111855,0.0,否,否,否,是,深度复核,业务类别指纹变化较大
300143,盈康生命科技股份有限公司,2016,1.0,农业,证监会2012年修订版,种子|种植,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-07/1203259229.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.454196,0.0,否,否,否,是,深度复核,业务类别指纹变化较大
300189,海南神农种业科技股份有限公司,2013,1.0,农业,证监会2012年修订版,农药|果蔬初加工|种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2014-04-25/63918533.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300189,海南神农种业科技股份有限公司,2014,1.0,农业,证监会2012年修订版,农药|地产园林|果蔬初加工|种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233017.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.694549,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2015,1.0,农业,证监会2012年修订版,农药|种子,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233016.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.18136,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2016,1.0,农业,证监会2012年修订版,种子|粮油初加工,不适用,适用,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233014.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.687043,0.333333,否,否,否,是,深度复核,年报勾选业务重大变化适用；业务类别指纹变化较大
300189,海南神农种业科技股份有限公司,2017,1.0,农业,证监会2012年修订版,种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233013.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.611394,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2018,1.0,农业,证监会2012年修订版,农药|种子,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233015.PDF,26,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.651317,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
300189,海南神农种业科技股份有限公司,2019,1.0,农业,证监会2012年修订版,农药|果蔬初加工|种子|粮油初加工,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-05-26/1207862622.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.518095,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2020,1.0,农业,证监会2012年修订版,农药|种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-04-28/1209836036.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.615209,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2021,1.0,农业,证监会2012年修订版,农药|果蔬初加工|种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-04-09/1212855747.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.586044,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2023,5.0,农、林、牧、渔专业及辅助性活动,中国上市公司协会2023版,种子,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-26/1219833092.PDF,25,已人工复核（第三批）,2021,0.245929,0.25,是,是,否,否,深度复核,行业代码变化（同时跨分类标准）；业务类别指纹变化较大；候选年份不连续，不能视为插值
300313,新疆天山畜牧生物工程股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|屠宰肉制品|畜牧其他,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2014-04-12/63828468.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
300313,新疆天山畜牧生物工程股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|屠宰肉制品|畜牧其他,未定位,未定位,https://static.cninfo.com.cn/finalpage/2015-03-28/1200755628.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.388442,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|屠宰肉制品|畜牧其他|种子|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-20/1202205446.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.231792,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-03-30/1203226226.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.69795,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-03-13/1204470167.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.790352,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-05-28/1207866388.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.196958,0.75,否,否,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
