股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
300106,新疆西部牧业股份有限公司,2017,3.0,畜牧业,行业分类候选,自产生鲜乳、种畜；单列饲料（扩展下界）,,692557176.69,,否（下界用同一分产品维度；上界仅作敏感性边界，不写入正式分子）,否,待核实,待核实,可确认扩展下界占10.65%，若未拆分乳制品/其他中符合初加工或饲料的部分全部计入，上界占95.86%；上下界跨越门槛，不能定论。,,,,https://static.cninfo.com.cn/finalpage/2018-04-03/1204576294.PDF,27|28,86,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 乳制品未拆分符合初加工定义的收入；早期“其他”未拆分饲料收入，禁止估算。另：2022逐公司行业分类及该公司2022公司—年份入口仍待核实，本批不外推新增。
300313,新疆天山畜牧生物工程股份有限公司,2017,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,,195305726.71,,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,待核实,待核实,待核实,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,,,,https://static.cninfo.com.cn/finalpage/2018-03-13/1204470167.PDF,23|24|25,92,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
600506,统一低碳科技(新疆)股份有限公司,2017,1.0,农业,行业分类候选,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,65318509.11,,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,待核实,待核实,待核实,果品收入审计上限Decimal高精度门槛计算值=0.88754438014453327745281723255792786725471542226999；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,,,,https://static.cninfo.com.cn/finalpage/2018-04-11/1204600387.PDF,11|12,58,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数 年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。
601118,海南天然橡胶产业集团股份有限公司,2017,1.0,农业,行业分类候选,自产天然橡胶收入未单列,,10818322651.34,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为10,271,653,925.31元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927686.PDF,13,62,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002069,獐子岛集团股份有限公司,2018,4.0,渔业,行业分类候选+龙头企业身份核实候选,水产养殖业；水产品加工仅作上下界（初加工与深加工不可拆分）,,2797997387.81,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.20640541917804571933497054668217024220810757455201，未达50%；扩展下界占比0.20640541917804571933497054668217024220810757455201、上界占比0.60427673093482265212093768541537257511868727637016，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2019-04-27/1206124435.PDF,22,86,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002086,山东东方海洋科技股份有限公司,2018,4.0,渔业,行业分类候选+龙头企业身份核实候选,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,725034292.17,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.39721110546102847239068956988531347027582622264867，未达50%；扩展下界占比0.39721110546102847239068956988531347027582622264867、上界占比0.90258306951440150389817940409542656680820482301078，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2019-06-07/1206341478.PDF,17,80,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002299,福建圣农发展股份有限公司,2018,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,8135082912.64,11547228731.64,0.7045052195380398,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.70450521953803988084313409070379262256510095985543，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2019-03-27/1205941353.PDF,17,82,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。
300094,湛江国联水产开发股份有限公司,2018,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4737778725.97,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2019-04-18/1206048768.PDF,18,85,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300106,新疆西部牧业股份有限公司,2018,3.0,畜牧业,行业分类候选,自产生鲜乳、种畜；单列饲料（扩展下界）,,677811826.82,,否（下界用同一分产品维度；上界仅作敏感性边界，不写入正式分子）,否,待核实,待核实,可确认扩展下界占30.33%，若未拆分乳制品/其他中符合初加工或饲料的部分全部计入，上界占96.40%；上下界跨越门槛，不能定论。,,,,https://static.cninfo.com.cn/finalpage/2019-04-19/1206052519.PDF,27|28|29,96,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 乳制品未拆分符合初加工定义的收入；早期“其他”未拆分饲料收入，禁止估算。另：2022逐公司行业分类及该公司2022公司—年份入口仍待核实，本批不外推新增。
600506,统一低碳科技(新疆)股份有限公司,2018,1.0,农业,行业分类候选,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,42555553.09,,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,待核实,待核实,待核实,果品收入审计上限Decimal高精度门槛计算值=0.84754557445701383081236790006904360974432819902518；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,,,,https://static.cninfo.com.cn/finalpage/2019-04-20/1206058895.PDF,10|11,53,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数 年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。
601118,海南天然橡胶产业集团股份有限公司,2018,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,6754522891.75,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为6,519,261,296.34元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927658.PDF,14,79,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002069,獐子岛集团股份有限公司,2019,4.0,渔业,行业分类候选+龙头企业身份核实候选,水产养殖业；水产品加工仅作上下界（初加工与深加工不可拆分）,,2728869245.41,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.23191286574264415701072401350091186009340148408676，未达50%；扩展下界占比0.23191286574264415701072401350091186009340148408676、上界占比0.58607062513898904074937254580431802851742337999337，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2020-04-30/1207687672.PDF,26,84,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002086,山东东方海洋科技股份有限公司,2019,4.0,渔业,行业分类候选+龙头企业身份核实候选,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,585575782.24,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.31794485389713954233285984808728588515815940550978，未达50%；扩展下界占比0.31794485389713954233285984808728588515815940550978、上界占比0.85795492714569062810906044139275127000682500083031，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,是,是,,https://static.cninfo.com.cn/finalpage/2020-06-30/1207968688.PDF,18,87,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002299,福建圣农发展股份有限公司,2019,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,9532849891.11,14558436761.99,0.6547990039699118,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.65479900396991180680169918905940410966017657941018，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2020-03-28/1207418564.PDF,17,87,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。
300094,湛江国联水产开发股份有限公司,2019,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4637165159.34,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2020-05-22/1207845534.PDF,25,111,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300106,新疆西部牧业股份有限公司,2019,3.0,畜牧业,行业分类候选,自产生鲜乳、种畜；单列饲料（扩展下界）,,649011242.0,,否（下界用同一分产品维度；上界仅作敏感性边界，不写入正式分子）,否,待核实,待核实,可确认扩展下界占27.04%，若未拆分乳制品/其他中符合初加工或饲料的部分全部计入，上界占98.26%；上下界跨越门槛，不能定论。,,,,https://static.cninfo.com.cn/finalpage/2020-04-28/1207634340.PDF,25|26,87,已人工复核（跨年快速核对第十一批A组）,"逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 采用2019年当年年报披露的饲料175,488,269.03元；2020年年报比较栏将2019年饲料重列为156,287,472.28元，保留该后续重列口径差异，不以比较数覆盖当年披露值。 乳制品未拆分符合初加工定义的收入；早期“其他”未拆分饲料收入，禁止估算。另：2022逐公司行业分类及该公司2022公司—年份入口仍待核实，本批不外推新增。"
300313,新疆天山畜牧生物工程股份有限公司,2019,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,,229005660.26,,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,否,否,待核实,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,,,,https://static.cninfo.com.cn/finalpage/2020-05-28/1207866388.PDF,23|24,104,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
600506,统一低碳科技(新疆)股份有限公司,2019,1.0,农业,行业分类候选,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,22029368.39,,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,待核实,待核实,待核实,果品收入审计上限Decimal高精度门槛计算值=0.70529649670087522650030911757792797980441780609762；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,,,,https://static.cninfo.com.cn/finalpage/2020-04-18/1207523733.PDF,9|10,49,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数 年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。
601118,海南天然橡胶产业集团股份有限公司,2019,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,13747601241.97,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为13,443,468,791.91元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927659.PDF,18,89,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002069,獐子岛集团股份有限公司,2020,4.0,渔业,行业分类候选,水产养殖业；水产品加工仅作上下界（初加工与深加工不可拆分）,,1926660963.71,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.28128099706055574038586332447845264181038925441426，未达50%；扩展下界占比0.28128099706055574038586332447845264181038925441426、上界占比0.64766579524046612729302962973976494217512564563009，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2021-04-29/1209860375.PDF,16,72,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002086,山东东方海洋科技股份有限公司,2020,4.0,渔业,行业分类候选,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,427984778.72,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.24466555802094624548754092195533771108129655962079，未达50%；扩展下界占比0.24466555802094624548754092195533771108129655962079、上界占比0.67933992063819441994383271650011917975249622213948，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,是,是,,https://static.cninfo.com.cn/finalpage/2021-05-07/1209935904.PDF,19,95,已人工复核（跨年快速核对第十一批B组）,"逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。 年报10%以上业务表列186,034,010.00元，与营业收入构成表相差0.90元；采用后者186,034,010.90元。"
002299,福建圣农发展股份有限公司,2020,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,8871897956.83,13744599499.34,0.6454824643858132,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.64548246438581338266674389694367238361385675684367，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2021-04-20/1209724366.PDF,16,89,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。
300094,湛江国联水产开发股份有限公司,2020,4.0,渔业,行业分类候选+龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4494106122.88,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2021-04-29/1209854106.PDF,14,76|178,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300106,新疆西部牧业股份有限公司,2020,3.0,畜牧业,行业分类候选,自产生鲜乳、种畜；单列饲料（扩展下界）,,820327472.41,,否（下界用同一分产品维度；上界仅作敏感性边界，不写入正式分子）,否,待核实,待核实,可确认扩展下界占23.17%，若未拆分乳制品/其他中符合初加工或饲料的部分全部计入，上界占96.34%；上下界跨越门槛，不能定论。,,,,https://static.cninfo.com.cn/finalpage/2021-07-16/1210500562.PDF,29|30,87,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 乳制品未拆分符合初加工定义的收入；早期“其他”未拆分饲料收入，禁止估算。另：2022逐公司行业分类及该公司2022公司—年份入口仍待核实，本批不外推新增。
300313,新疆天山畜牧生物工程股份有限公司,2020,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,,163309323.59,,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,待核实,待核实,待核实,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,,,,https://static.cninfo.com.cn/finalpage/2021-04-27/1209817650.PDF,24|25,100,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
601118,海南天然橡胶产业集团股份有限公司,2020,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,15532109816.38,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为15,190,587,885.67元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927649.PDF,14,70,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
002069,獐子岛集团股份有限公司,2021,4.0,渔业,行业分类候选,水产养殖业；水产品加工仅作上下界（初加工与深加工不可拆分）,,2082837515.23,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.27249896583859314530213057766078789258701189886384，未达50%；扩展下界占比0.27249896583859314530213057766078789258701189886384、上界占比0.59647047662419878699776265504345622915285596211995，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2022-04-30/1213263535.PDF,13,76,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002086,山东东方海洋科技股份有限公司,2021,4.0,渔业,行业分类候选,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,388969421.15,,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.25725181062861038735923778927627920552797932969338，未达50%；扩展下界占比0.25725181062861038735923778927627920552797932969338、上界占比0.61242438342765341053854202183985742345545817721666，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,是,是,,https://static.cninfo.com.cn/finalpage/2022-04-30/1213266521.PDF,18|19,115,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。
002299,福建圣农发展股份有限公司,2021,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,8927877297.88,14478196536.2,0.6166429137467174,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.61664291374671745354256161544424884141600039347033，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2022-04-21/1213004638.PDF,24,100,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。
300094,湛江国联水产开发股份有限公司,2021,,,龙头企业身份核实候选,可确认的种苗/养殖；水产加工与贸易、深加工未可靠拆分,,4474169975.45,,是（合并披露含初加工、深加工及/或贸易，不能直接采用）,否,待核实,待核实,年报披露的直接种苗/养殖收入不足50%；水产品或加工销售合并口径包含初加工、精深加工及/或贸易，无法可靠得到符合扩展定义的收入分子，扩展和边界均待核实。,,,,https://static.cninfo.com.cn/finalpage/2022-05-25/1213500520.PDF,19,82,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300106,新疆西部牧业股份有限公司,2021,3.0,畜牧业,行业分类候选,自产生鲜乳、种畜；单列饲料（扩展下界）,,1127956763.43,,否（下界用同一分产品维度；上界仅作敏感性边界，不写入正式分子）,否,待核实,待核实,可确认扩展下界占18.94%，若未拆分乳制品/其他中符合初加工或饲料的部分全部计入，上界占95.63%；上下界跨越门槛，不能定论。,,,,https://static.cninfo.com.cn/finalpage/2022-04-28/1213160360.PDF,34|35,95,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 乳制品未拆分符合初加工定义的收入；早期“其他”未拆分饲料收入，禁止估算。另：2022逐公司行业分类及该公司2022公司—年份入口仍待核实，本批不外推新增。
300313,新疆天山畜牧生物工程股份有限公司,2021,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,,107976195.34,,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,待核实,待核实,待核实,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,是,是,,https://static.cninfo.com.cn/finalpage/2022-04-27/1213145441.PDF,22|23,104,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
600506,统一低碳科技(新疆)股份有限公司,2021,1.0,农业,行业分类候选,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,349536461.22,,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,否,否,待核实,果品收入审计上限Decimal高精度门槛计算值=0.36716791075830872943802014269302671862760011723620，低于50%，故严格及扩展均为否；自产部分能否达到30%无法由年报拆分。,是,是,,https://static.cninfo.com.cn/finalpage/2022-04-20/1212984186.PDF,13|14,73,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数 年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。
601118,海南天然橡胶产业集团股份有限公司,2021,1.0,农业,行业分类候选+龙头企业身份核实候选,自产天然橡胶收入未单列,,15207422670.09,,是（自产种植初加工与第三方贸易收入不可拆分）,待核实,待核实,待核实,"年报农业/天然橡胶合并披露收入为14,682,866,114.20元，但同时包含自产种植初加工和大规模第三方橡胶贸易；自产收入未单列，不能将合并金额作为涉农分子，严格、扩展及边界均待核实。",,,,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927646.PDF,14,77,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
