股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
002200,云南交投生态科技股份有限公司,2017,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,7261216.54,675352381.59,0.01075174,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,,,,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090415.PDF,13|14,74,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
600359,新疆塔里木农业综合开发股份有限公司,2017,1.0,农业,行业分类候选,种子、苗木、鲜奶/牛（严格）；农业+畜牧业分行业及园林绿化行业内单列苗木（扩展）,257538087.95,1084701436.83,0.23742763,否（农业、畜牧业与园林绿化为互斥分行业；扩展仅从园林绿化中取单列苗木，不计工程施工）,否,否,否,严格口径占4.70%；农业、畜牧业分行业加园林绿化行业内单列苗木的扩展口径占23.74%。苗木未包含在农业分行业，故相加不重叠。,,,,https://static.cninfo.com.cn/finalpage/2018-04-17/1204639100.PDF,11|12,61,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 2022逐公司行业分类及该公司2022公司—年份入口仍待核实；本批不外推新增。
600965,河北福成五丰食品股份有限公司,2017,3.0,畜牧业,行业分类候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,279797322.3,1360558933.25,0.20564881,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占0.22%，扩展口径占20.56%，均未达到相应门槛。乳制品16,999,955.96元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅21.81%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2018-03-28/1204524284.PDF,12,55|63,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
000592,中福海峡（平潭）发展股份有限公司,2018,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,49764816.39,935428618.68,0.05320001,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2019-04-30/1206159441.PDF,11|12|13,66,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
000860,北京顺鑫农业股份有限公司,2018,,,龙头企业身份核实候选,严格口径直接农业；2014年另加单列种子农业投入品；未把屠宰、白酒、食品加工、地产等加入,102600808.27,12074373183.62,0.0084974,行业与产品表的种畜为同一收入，仅取一次；不与屠宰猪肉收入相加,否,否,否,种猪繁育、生猪养殖及蔬菜种植属于直接农业；种子属于农业投入品。屠宰猪肉按本批口径作为下游深加工排除，白酒、地产等亦排除。,,,,https://static.cninfo.com.cn/finalpage/2019-03-23/1205930624.PDF,13|132|133,67,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 无影响结论的收入待拆项。
002200,云南交投生态科技股份有限公司,2018,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,5656211.34,759638195.68,0.00744593,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,,,,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090431.PDF,13|14,80,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
002390,贵州信邦制药股份有限公司,2018,,,龙头企业身份核实候选,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,6580278918.05,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.00386800899125756473753733393997192465254121068054290939191050]；扩展区间[0, 0.00386800899125756473753733393997192465254121068054290939191050]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,,https://static.cninfo.com.cn/finalpage/2019-04-29/1206121746.PDF,14|16,104,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。
002424,贵州百灵企业集团制药股份有限公司,2018,,,龙头企业身份核实候选,肥料销售作农业投入品下界；中药材混合销售只作上界,,3136843231.96,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.0387171649742006254646544048327456155747441014046154806553573]；扩展区间[0.00257913091338801251146984973090896051168564053393772711857266, 0.0412962958875886379761242545636545760864297419385532077739300]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,,https://static.cninfo.com.cn/finalpage/2019-04-24/1206080221.PDF,16|18,80,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。
002507,重庆市涪陵榨菜集团股份有限公司,2018,,,龙头企业身份核实候选,未确认；以其他业务收入（未拆分，可能包含非涉农项目）作保守上界,,1914353929.1,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,公司采购青菜头等农产品并加工销售；原料来自农业不等于公司取得直接农业或初加工收入。,,,,https://static.cninfo.com.cn/finalpage/2019-03-22/1205923892.PDF,13|14|15,72,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他业务收入未拆分，正式分子留空；须取得明细后才能确认其中是否存在直接农业或初加工收入。 因上界仍低于30%，不影响三类样本结论。
002702,海欣食品股份有限公司,2018,,,龙头企业身份核实候选,未确认；以其他产品未拆候选项作保守上界,,1144513008.61,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,鱼糜或鱼浆是生产原料/中间材料；年报未单列公司外售原料鱼、初加工水产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2019-04-02/1205980967.PDF,12|13,61,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他产品未拆分；2014年鱼糜亦可能属于初加工候选。正式分子留空，须取得产品性质及外销明细后确认。 因上界仍低于30%，不影响三类样本结论。
600295,内蒙古鄂尔多斯资源股份有限公司,2018,,,龙头企业身份核实候选,2019年报同比增幅反证2018年存在化肥收入，但2018金额无法可靠拆出,,23858165635.57,,否（采用单列分产品化肥行，未与电冶行业行交叉加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0.0440023317725163689387583409534371666984422297972652971321179]。化肥为农业投入品；硅铁、硅锰、煤炭、电石、PVC、烧碱、多晶硅和服装均排除。2018宽上界不是正式分子。",,,,https://static.cninfo.com.cn/finalpage/2019-03-28/1205947687.PDF,18,65,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 2018正式化肥分子与成本待取得原始分产品明细；2019年金额仅为宽上界。
600305,江苏恒顺醋业股份有限公司,2018,,,龙头企业身份核实候选,未确认；以非调味品剩余收入（含米业、茶庄、饲料残渣等未拆项目）作保守上界,,1693683097.45,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,粮食等农产品仅为酿造原料；年报未单列种植、初加工农产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2019-04-16/1206019033.PDF,16,67,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 非调味品剩余收入混合米业、茶庄、饲料残渣等项目，正式分子留空；须取得业务明细后确认可纳入口径。 因上界仍低于30%，不影响三类样本结论。
600962,国投中鲁果汁股份有限公司,2018,,,龙头企业身份核实候选,饲料（农业投入品）及明确的产畜肥猪；未拆其他营业收入作上界,,963190630.07,,采用产品维度果汁/饲料；不再叠加行业维度饮料制造业/饲料制造业,否,否,否,浓缩苹果汁等按本研究筛选规则属于饮料制造深加工，不按果品初加工纳入；饲料为农业投入品，明确外销产畜肥猪为直接农业。,,,,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968389.PDF,11|12,56,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 浓缩果汁曾被相关税法口径列入农产品初加工范围，不改变本研究按业务实质将其作为饮料制造深加工排除的筛选规则。 沿用v24原值；待核实字段不插值、不复制相邻年份 未拆其他营业收入仅作保守上界，正式分子留空；其上界不影响样本结论。
600965,河北福成五丰食品股份有限公司,2018,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,289617557.44,1453720417.48,0.19922507,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占0.67%，扩展口径占19.92%，均未达到相应门槛。乳制品24,478,693.44元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅21.61%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968345.PDF,12,68,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
601933,永辉超市股份有限公司,2018,,,龙头企业身份核实候选,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,70516654453.22,,否（零售商品类别作为整体排除，不与行业或地区行加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",,,,https://static.cninfo.com.cn/finalpage/2019-04-26/1206103290.PDF,14,102,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。
601996,广西丰林木业集团股份有限公司,2018,,,龙头企业身份核实候选,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,1597217257.61,,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,否,否,否,"严格区间[0, 0.0298954320537771314896304991471334920095022300865383397539960]；扩展区间[0, 0.125254156281379925428866215592354827962307418860421487729482]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",,,,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968011.PDF,16,69,已人工复核（跨年快速核对第十五批M组）,"逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为万元，按×10,000换算 沿用v25原值；待核实字段不插值、不复制相邻年份 需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。"
000592,中福海峡（平潭）发展股份有限公司,2019,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,51955068.43,966397216.59,0.05376161,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2020-04-30/1207679481.PDF,11|12|13,81,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
000860,北京顺鑫农业股份有限公司,2019,,,龙头企业身份核实候选,严格口径直接农业；2014年另加单列种子农业投入品；未把屠宰、白酒、食品加工、地产等加入,189604258.58,14900141028.95,0.012725,行业与产品表的种畜为同一收入，仅取一次；不与屠宰猪肉收入相加,否,否,否,种猪繁育、生猪养殖及蔬菜种植属于直接农业；种子属于农业投入品。屠宰猪肉按本批口径作为下游深加工排除，白酒、地产等亦排除。,,,,https://static.cninfo.com.cn/finalpage/2020-04-25/1207608193.PDF,13|154|155,67,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 无影响结论的收入待拆项。
002200,云南交投生态科技股份有限公司,2019,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,4889675.67,682225076.39,0.00716725,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,是,是,,https://static.cninfo.com.cn/finalpage/2020-04-09/1207468747.PDF,12|13,81,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
002390,贵州信邦制药股份有限公司,2019,,,龙头企业身份核实候选,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,6655063577.5,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.00530373681918442949690964090568073915594384868218789003747876]；扩展区间[0, 0.00530373681918442949690964090568073915594384868218789003747876]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,,https://static.cninfo.com.cn/finalpage/2020-04-30/1207682923.PDF,15|17,111,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。
002424,贵州百灵企业集团制药股份有限公司,2019,,,龙头企业身份核实候选,肥料销售作农业投入品下界；中药材混合销售只作上界,,2850585250.74,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.0110901920234777254609826116089223668751521984870957194209677]；扩展区间[0.00196122166441038589122578054471197533801633831153371387488413, 0.0130514136878881113522083921536343422131685367986294332958519]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,,https://static.cninfo.com.cn/finalpage/2020-04-30/1207686269.PDF,18|20,88,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。
002507,重庆市涪陵榨菜集团股份有限公司,2019,,,龙头企业身份核实候选,未确认；以其他业务收入（未拆分，可能包含非涉农项目）作保守上界,,1989593123.12,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,公司采购青菜头等农产品并加工销售；原料来自农业不等于公司取得直接农业或初加工收入。,,,,https://static.cninfo.com.cn/finalpage/2020-03-17/1207377743.PDF,14|15,68,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他业务收入未拆分，正式分子留空；须取得明细后才能确认其中是否存在直接农业或初加工收入。 因上界仍低于30%，不影响三类样本结论。
002702,海欣食品股份有限公司,2019,,,龙头企业身份核实候选,未确认；以其他产品未拆候选项作保守上界,,1385183736.59,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,鱼糜或鱼浆是生产原料/中间材料；年报未单列公司外售原料鱼、初加工水产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2020-04-29/1207657400.PDF,13|14,71,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他产品未拆分；2014年鱼糜亦可能属于初加工候选。正式分子留空，须取得产品性质及外销明细后确认。 因上界仍低于30%，不影响三类样本结论。
600295,内蒙古鄂尔多斯资源股份有限公司,2019,,,龙头企业身份核实候选,单列化肥属于农业投入品；其余煤电冶金化工及服装排除,1049814919.78,22789922588.51,0.04606487,否（采用单列分产品化肥行，未与电冶行业行交叉加总）,否,否,否,"严格区间[0, 0]；扩展区间[0.0460648743190240323995477778529534789877011461885652112616922, 0.0460648743190240323995477778529534789877011461885652112616922]。化肥为农业投入品；硅铁、硅锰、煤炭、电石、PVC、烧碱、多晶硅和服装均排除。2018宽上界不是正式分子。",,,,https://static.cninfo.com.cn/finalpage/2020-04-15/1207500016.PDF,19,79,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 无。
600305,江苏恒顺醋业股份有限公司,2019,,,龙头企业身份核实候选,未确认；以非调味品剩余收入（含米业、茶庄、饲料残渣等未拆项目）作保守上界,,1832193611.14,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,粮食等农产品仅为酿造原料；年报未单列种植、初加工农产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2020-04-21/1207537597.PDF,15,66,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 非调味品剩余收入混合米业、茶庄、饲料残渣等项目，正式分子留空；须取得业务明细后确认可纳入口径。 因上界仍低于30%，不影响三类样本结论。
600354,甘肃省敦煌种业集团股份有限公司,2019,1.0,农业,行业分类候选+龙头企业身份核实候选,种子,338316962.7,1183712575.19,0.28581006,否（仅使用同一分行业维度）,否,否,否,种子收入占28.58%，低于30%，不纳入严格、扩展或边界样本；食品与贸易、棉花、果蔬及其他业务均未计入。,,,,https://static.cninfo.com.cn/finalpage/2020-03-20/1207387346.PDF,11,67,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
600962,国投中鲁果汁股份有限公司,2019,,,龙头企业身份核实候选,饲料（农业投入品）及明确的产畜肥猪；未拆其他营业收入作上界,,1330101539.51,,采用产品维度果汁/饲料；不再叠加行业维度饮料制造业/饲料制造业,否,否,否,浓缩苹果汁等按本研究筛选规则属于饮料制造深加工，不按果品初加工纳入；饲料为农业投入品，明确外销产畜肥猪为直接农业。,,,,https://static.cninfo.com.cn/finalpage/2020-04-01/1207440513.PDF,11|12,61,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 浓缩果汁曾被相关税法口径列入农产品初加工范围，不改变本研究按业务实质将其作为饮料制造深加工排除的筛选规则。 沿用v24原值；待核实字段不插值、不复制相邻年份 未拆其他营业收入仅作保守上界，正式分子留空；其上界不影响样本结论。
600965,河北福成五丰食品股份有限公司,2019,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,287329672.69,1446840589.75,0.19859111,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占0.67%，扩展口径占19.86%，均未达到相应门槛。乳制品23,313,975.15元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅21.47%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2020-04-28/1207648287.PDF,13,76,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
601933,永辉超市股份有限公司,2019,,,龙头企业身份核实候选,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,84876960043.74,,否（零售商品类别作为整体排除，不与行业或地区行加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",,,,https://static.cninfo.com.cn/finalpage/2020-04-29/1207670553.PDF,16,113,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。
601996,广西丰林木业集团股份有限公司,2019,,,龙头企业身份核实候选,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,1942722797.84,,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,否,否,否,"严格区间[0, 0.0294211300055518166626715473722604904436611642990487963007102]；扩展区间[0, 0.0452743953474951207401228115501940230219252534264582406718806]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",,,,https://static.cninfo.com.cn/finalpage/2020-04-10/1207473733.PDF,14,64,已人工复核（跨年快速核对第十五批M组）,"逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为万元，按×10,000换算 沿用v25原值；待核实字段不插值、不复制相邻年份 需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。"
000592,中福海峡（平潭）发展股份有限公司,2020,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,47963879.14,1234263308.85,0.03886033,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2021-04-30/1209867787.PDF,12|13|14,76,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
000860,北京顺鑫农业股份有限公司,2020,,,龙头企业身份核实候选,严格口径直接农业；2014年另加单列种子农业投入品；未把屠宰、白酒、食品加工、地产等加入,427233499.05,15511399521.15,0.02754319,行业与产品表的种畜为同一收入，仅取一次；不与屠宰猪肉收入相加,否,否,否,种猪繁育、生猪养殖及蔬菜种植属于直接农业；种子属于农业投入品。屠宰猪肉按本批口径作为下游深加工排除，白酒、地产等亦排除。,,,,https://static.cninfo.com.cn/finalpage/2021-04-14/1209683129.PDF,15|16|153|154,70,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 无影响结论的收入待拆项。
002200,云南交投生态科技股份有限公司,2020,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,6017260.67,267712695.82,0.02247656,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,是,是,,https://static.cninfo.com.cn/finalpage/2021-06-10/1210211676.PDF,13|14,101,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
002390,贵州信邦制药股份有限公司,2020,,,龙头企业身份核实候选,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,5845621525.69,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.00872515083740041584751652444095131494777086046227361705238541]；扩展区间[0, 0.00872515083740041584751652444095131494777086046227361705238541]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,,https://static.cninfo.com.cn/finalpage/2021-03-30/1209474713.PDF,16|18,111,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。
002424,贵州百灵企业集团制药股份有限公司,2020,,,龙头企业身份核实候选,肥料销售作农业投入品下界；中药材混合销售只作上界,,3087888201.57,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.00273873933832843405367602315904074624214245463933452843799357]；扩展区间[0.00422384801152080526163879111271810227877828589205985215056233, 0.00696258734984923931531481427175884852092074053139438058855590]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,,https://static.cninfo.com.cn/finalpage/2021-04-30/1209870633.PDF,19|21,89,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。
